# Registro dei difetti - Telemedic
#
# Risponde alla richiesta del committente di tracciare, per ciascuna delle voci di
# .telemedic/context/RUNBOOK-ERRORI-E-TRAPPOLE.md, lo stato del presidio e ciò che quella voce
# diventa quando esisterà codice applicativo. Il formato completo, la regola di sola aggiunta,
# il calcolo dello stato e i limiti del registro sono descritti in pipeline/README-DIFETTI.md,
# che ogni lettore - umano o automatico - deve leggere prima di usare questo file. Il controllo
# scripts/verifica-registro-dei-difetti.sh sorveglia questo file.
#
# Formato: TSV (separatore TAB), prima riga di intestazione con i nomi delle colonne. Le righe
# che iniziano con '#' sono commenti e vanno ignorate da ogni lettore automatico.
#
# Colonne, in quest'ordine esatto:
#   data                 ISO AAAA-MM-GG, data dell'evento (giornale in sola aggiunta, stessa
#                         disciplina di registro/identificativi-requisiti.tsv: una riga non si
#                         modifica mai, si aggiunge un evento nuovo)
#   voce                 identificativo esatto della voce del runbook, es. A-1, B-6, D-8
#   famiglia             A, B, C oppure D - la famiglia del runbook a cui la voce appartiene
#   fonte                percorso del runbook in cui la voce è definita (nessuna ancora: vedi
#                         D-3 dello stesso runbook sul rischio di inventarne una)
#   evento               "registrata" (prima comparsa della voce nel giornale) oppure
#                         "aggiornata" (un evento successivo che rivede lo stato dichiarato,
#                         es. quando un debito viene chiuso da un controllo scritto più tardi).
#                         Una voce ha sempre esattamente un evento "registrata"; può averne zero
#                         o più "aggiornata". Lo stato corrente di una voce è quello dell'ultimo
#                         evento, in ordine di data e poi di comparizione fisica nel file - stessa
#                         proiezione di registro/README.md, §"Come si calcola lo stato".
#   stato                uno fra tre soli valori ammessi: "presidiata" (un controllo la fa
#                         rispettare, provato per mutazione nel banco), "esigibile-da-data" (non
#                         presidiata oggi, ma una data legata a un traguardo o a un criterio la
#                         rende un errore da quel giorno), "non-presidiabile" (non esiste, o non
#                         esiste ancora, una data o un controllo legabile: la ragione è scritta
#                         nella colonna motivazione, non taciuta)
#   controllo             percorso dello script che presidia la voce, relativo alla radice del
#                         repository; vuoto quando stato non è "presidiata"
#   caso_banco            uno o più casi di scripts/prove/esegui-prove.sh che dimostrano che il
#                         controllo sa fallire, separati da " | ", citati con una porzione
#                         stabile e univoca della loro descrizione (stessa convenzione di
#                         pipeline/collocazione-dei-controlli.tsv); vuoto quando stato non è
#                         "presidiata"
#   bloccante_dal        data ISO AAAA-MM-GG da cui la lacuna smette di essere tollerata;
#                         obbligatoria quando stato è "esigibile-da-data", sempre vuota altrimenti
#   diventa_in_sviluppo  che cosa diventa la voce quando esisterà codice applicativo: "resta
#                         disciplina umana" (riguarda la conduzione di una sessione o la
#                         redazione, non una proprietà del repository), "diventa un controllo di
#                         costruzione" (un nuovo script, o l'estensione di uno esistente),
#                         "diventa una regola di prova" (una convenzione che chi scrive prove sul
#                         codice applicativo deve seguire), oppure "diventa un requisito con
#                         identificativo nel registro dei requisiti" (quando la voce si
#                         trasforma in una proprietà del prodotto tracciabile in
#                         registro/identificativi-requisiti.tsv - nessuna delle voci di
#                         oggi ricade in questo caso: vedi pipeline/README-DIFETTI.md per il
#                         perché e per come si aggancerebbe se succedesse)
#   motivazione           testo libero: perché non presidiabile, perché nessuna data è legabile,
#                         o dettaglio della collocazione; mai vuota quando stato non è
#                         "presidiata"; mai un carattere TAB
#
# Popolato per la prima volta il 2026-08-26, data in cui questo registro è stato istituito - non
# la data reale in cui ciascun difetto fu commesso (quella, quando dichiarata, sta nel testo della
# voce del runbook stesso). Le cinque date di bloccante_dal usate in questo popolamento sono state
# verificate su docs/09_roadmap/02-traguardi.md e non assunte da un elenco esterno: T-01 12
# settembre 2026, T-03 26 settembre 2026, T-04 3 ottobre 2026, T-08 14 novembre 2026, T-10 30
# novembre 2026. Una data è stata assegnata a una voce SOLO quando un criterio di uno di questi
# cinque traguardi nomina esplicitamente, nel proprio testo o in una riga già esistente di
# pipeline/collocazione-dei-controlli.tsv, la classe di difetto che la voce descrive: non per
# vicinanza tematica.
#
# Il numero di voci NON è fisso a ventisei. scripts/verifica-registro-dei-difetti.sh non tiene
# un elenco scritto dentro di sé: estrae le voci canoniche dai titoli del runbook stesso (D-10),
# quindi ogni voce nuova aggiunta al runbook diventa immediatamente esigibile qui, senza che
# nessuno debba aggiornare lo script. Il 26 agosto 2026, in coda a questa stessa giornata di
# lavoro, il runbook ha ricevuto due voci nuove - D-9 e D-10 - trovate lavorando proprio su
# questo registro e sul controllo che lo sorveglia: sono state aggiunte qui con evento
# "registrata" nello stesso atto, portando il totale a ventotto.
data	voce	famiglia	fonte	evento	stato	controllo	caso_banco	bloccante_dal	diventa_in_sviluppo	motivazione
2026-08-26	C-1	C	.telemedic/context/RUNBOOK-ERRORI-E-TRAPPOLE.md	registrata	presidiata	scripts/verifica-collocazione-dei-controlli.sh	collocazione: riga bloccante con bloccante_dal vuota non fa collassare i campi successivi (regressione lettura per posizione vs. read)		diventa una regola di prova	La regola - cut -f, mai read, per i campi di un file separato da tabulazioni - e' gia' presidiata come regressione nel controllo che l'aveva rivelata. Una volta scritto codice applicativo la stessa classe di errore (un campo vuoto che ne fa scalare altri in una lettura posizionale ingenua) si ripresenta in ogni analizzatore di file a campi separati - importazione di dati clinici, elaborazione batch - e diventa una convenzione di prova da applicare a ogni nuovo parser, non solo agli script di shell.
2026-08-26	C-2	C	.telemedic/context/RUNBOOK-ERRORI-E-TRAPPOLE.md	registrata	presidiata	scripts/verifica-divergenza-traduzioni.sh	file sorgente non tracciato con traduzione già presente: nessun errore di confronto intero sull'uscita		diventa una regola di prova	Il difetto - un default imposto con || su un comando che esce sempre con successo, come git log su un file non tracciato - e' presidiato con un caso che asserisce sul TESTO dell'uscita e non sul solo codice di uscita, perche' il difetto non alterava ne' i conteggi ne' l'esito (nota esplicita nella voce). La regola generale - imporre il default con [ -n "$t" ] || t=0 DOPO il comando, mai concatenato con || - si applica a ogni chiamata a processo esterno nel codice applicativo futuro.
2026-08-26	C-3	C	.telemedic/context/RUNBOOK-ERRORI-E-TRAPPOLE.md	registrata	presidiata	scripts/verifica-registro-componenti.sh	registro componenti: componente nella distinta non annotato | registro componenti: licenza indeterminabile nel registro | registro componenti: licenza incompatibile nel registro | registro componenti: annotazione con compatibilità vuota | registro componenti: tutti i componenti annotati e compatibili		diventa un controllo di costruzione	La CONSEGUENZA del difetto - il lavoro «distinta-dei-materiali» generava senza confrontare, quindi non dimostrava nulla - e' presidiata da scripts/verifica-registro-componenti.sh, promosso a bloccante il 26 agosto 2026 (righe G2/G5 di pipeline/collocazione-dei-controlli.tsv). La CAUSA tecnica (npm ls in crash su package.json con overrides verso dipendenze transitive) resta invece aperta e non presidiata: non e' una regola di questo progetto da far rispettare, ma un difetto esterno non ancora isolato a monte. Il controllo si estendera' da solo a ogni componente che il futuro backend o frontend applicativo introdurra'.
2026-08-26	C-4	C	.telemedic/context/RUNBOOK-ERRORI-E-TRAPPOLE.md	registrata	presidiata	scripts/verifica-ancore.sh	ancore: trattino corto fra spazi, il titolo genera tre trattini | ancore: trattino lungo residuo, il titolo genera due trattini | ancore: rinvio a un titolo che non esiste nel bersaglio | ancore: documento bersaglio inesistente		diventa un controllo di costruzione	ATTENZIONE - gap dichiarato, non colmato da questa riga. C-4 riguarda i COLLEGAMENTI relativi che non risolvono nei documenti tradotti (suffisso .md residuo, criteri onBroken* di Docusaurus), non le ANCORE citate nella colonna caso_banco. Il presidio reale di questa classe specifica e' la costruzione del sito con onBroken*: throw (riga G9 di pipeline/collocazione-dei-controlli.tsv, eseguibile scripts/verifica-ancore.sh + .github/workflows/fascia-completa.yml#dichiarazione-non-marcatura, bloccante dal 26 agosto 2026), e G9 stessa dichiara che per il sottoinsieme «collegamenti» non esiste un caso di banco - verificato solo a mano, perche' costruire il sito impiega minuti e non secondi (terza istanza di Q-288). I quattro casi citati qui provano solo la meta' ANCORE di G9, quella che esiste davvero nel banco; per la meta' COLLEGAMENTI (quella di C-4) un controllo che nessuno ha visto fallire non e', secondo la regola stessa di questo progetto, ancora un controllo pieno.
2026-08-26	C-5	C	.telemedic/context/RUNBOOK-ERRORI-E-TRAPPOLE.md	registrata	non-presidiabile				diventa un controllo di costruzione	Presidiabile in linea di principio con un grep su website/package.json che cerchi la chiave "type": "module", ma nessuno dei cinque traguardi verificati (T-01, T-03, T-04, T-08, T-10) nomina questa classe di regressione di configurazione con una data; non si inventa una scadenza plausibile. Resta debito silenzioso finche' non viene scritto e collocato in pipeline/collocazione-dei-controlli.tsv con una propria data.
2026-08-26	C-6	C	.telemedic/context/RUNBOOK-ERRORI-E-TRAPPOLE.md	registrata	presidiata	scripts/verifica-conformita-redazionale.sh	conformità redazionale: frontmatter con valore non quotato contenente due punti e spazio		diventa un controllo di costruzione	Presidiata da scripts/verifica-conformita-redazionale.sh (riga T01-C8 di pipeline/collocazione-dei-controlli.tsv), che si applichera' a qualunque nuovo frontmatter YAML introdotto anche in documentazione generata insieme al codice applicativo.
2026-08-26	C-7	C	.telemedic/context/RUNBOOK-ERRORI-E-TRAPPOLE.md	registrata	presidiata	scripts/verifica-conformita-redazionale.sh	conformità redazionale: rinvio relativo che esce dalla cartella docs/		diventa un controllo di costruzione	Presidiata dallo stesso script di C-6 (riga T01-C8 di pipeline/collocazione-dei-controlli.tsv).
2026-08-26	D-1	D	.telemedic/context/RUNBOOK-ERRORI-E-TRAPPOLE.md	registrata	esigibile-da-data			2026-09-26	diventa un controllo di costruzione	La voce lo dichiara: «scripts/verifica-divergenza-traduzioni.sh confronta struttura, date e pagine orfane - non la forma dei rinvii, quindi non poteva vederlo. Vuoto di sorveglianza dichiarato.» Il criterio 3 di T-03 (26 settembre 2026) nomina esplicitamente «il controllo di divergenza fra le due lingue» come componente bloccante della catena di costruzione: da quella data l'assenza di un controllo sulla FORMA dei rinvii (non solo su struttura, date, pagine orfane) e' una lacuna del criterio stesso, non piu' una tolleranza silenziosa.
2026-08-26	D-2	D	.telemedic/context/RUNBOOK-ERRORI-E-TRAPPOLE.md	registrata	presidiata	scripts/verifica-ancore.sh	ancore: trattino corto fra spazi, il titolo genera tre trattini | ancore: trattino lungo residuo, il titolo genera due trattini | ancore: rinvio a un titolo che non esiste nel bersaglio | ancore: documento bersaglio inesistente		diventa una regola di prova	Presidiata con i quattro casi che la voce dichiara. La regola generale che ne discende - un difetto di CLASSE non si chiude verificando a occhio il risultato: si scrive prima il controllo che lo misura, poi si corregge - e' una convenzione di metodo per ogni difetto di classe scoperto nel codice applicativo futuro, non solo per le ancore: diventa quindi anche una regola di prova, oltre a restare presidiata qui come controllo di costruzione.
2026-08-26	D-3	D	.telemedic/context/RUNBOOK-ERRORI-E-TRAPPOLE.md	registrata	presidiata	scripts/verifica-ancore.sh	ancore: trattino corto fra spazi, il titolo genera tre trattini | ancore: trattino lungo residuo, il titolo genera due trattini		diventa un controllo di costruzione	Presidiata dallo stesso script di D-2, con i due casi specifici sul trattino. L'eccezione dichiarata (scripts/prove/tenute/ancore/trattino-lungo-residuo/) resta nel banco e non va rimossa: e' l'unica tenuta che intercetta un trattino lungo rientrato da un incollaggio esterno.
2026-08-26	D-4	D	.telemedic/context/RUNBOOK-ERRORI-E-TRAPPOLE.md	registrata	presidiata	scripts/verifica-dati-sintetici.sh	codice fiscale con carattere di controllo corretto | tessera sanitaria con cifra Luhn corretta | partita IVA con cifra di controllo corretta in riga ancorata | IBAN con resto mod 97-10 corretto | numero mobile italiano in contesto di recapito | casella su dominio di posta al consumo | dominio reale in una fixture di esempio		diventa una regola di prova	Presidiata con i sette casi che la voce dichiara (fascia rapida, bloccante, G10). Il controllo scansiona gia' l'intero repository e continuera' a coprire ogni fixture del codice applicativo futuro senza modifiche; la trasformazione che il codice introduce riguarda i GENERATORI di dati di prova, che dovranno produrre dati non validi per costruzione fin dall'origine: diventa quindi anche una regola di prova per chi scrive i generatori di fixture.
2026-08-26	D-5	D	.telemedic/context/RUNBOOK-ERRORI-E-TRAPPOLE.md	registrata	presidiata	scripts/verifica-divergenza-traduzioni.sh	documento radice con rimando ma senza blocco inglese, titolo duplice sparito (CONTRIBUTING.md): rilevato | documento radice con rimando a un'ancora inesistente (GOVERNANCE.md): rilevato nel messaggio		diventa una regola di prova	Presidiata (Controllo 13 del banco, sulla struttura bilingue dei documenti alla radice, corretta dopo che l'estensione al pattern .en.md separato si era rivelata una convenzione inesistente nel repository). La regola generale - verificare SUL repository la convenzione reale prima di estendere un controllo a una nuova classe di documenti o file - e' una regola di metodo per chi scrive prove sul codice applicativo: si applica a ogni nuovo controllo o test scritto contro un'assunzione non verificata sulla forma reale dei dati.
2026-08-26	D-6	D	.telemedic/context/RUNBOOK-ERRORI-E-TRAPPOLE.md	registrata	esigibile-da-data			2026-09-12	diventa un controllo di costruzione	La voce lo dichiara: verifica-collocazione-dei-controlli.sh verifica che ogni caso citato nella tabella esista nel banco, non che lo script del controllo faccia cio' che la riga promette. La riga T01-C8 di pipeline/collocazione-dei-controlli.tsv, che implementa il criterio T-01/8, lo ammette esplicitamente nel proprio motivo_collocazione: «Le formule di conformita' vietate di 04_protocols/10 §2 NON hanno alcun controllo, qui ne' altrove: e' debito dichiarato, non copertura.» Il criterio 8 di T-01 (12 settembre 2026) e' quindi la scadenza naturale di questo debito, dichiarata dalla stessa riga che lo ammette.
2026-08-26	D-7	D	.telemedic/context/RUNBOOK-ERRORI-E-TRAPPOLE.md	registrata	presidiata	scripts/verifica-collocazione-dei-controlli.sh	collocazione: segnalazione senza data | collocazione: prova negativa vuota | collocazione: prova negativa che cita un caso inesistente | collocazione: fascia non ammessa		diventa un controllo di costruzione	Presidiata dal controllo che e' esso stesso una riga della tabella che sorveglia (T03-C4). La regola che impone - ogni controllo ha un caso che lo vede fallire, provato per mutazione, con confronto dell'impronta SHA-256 prima e dopo - e' gia' la disciplina con cui va scritto e collaudato ogni futuro controllo di costruzione sul codice applicativo, compreso questo stesso registro dei difetti.
2026-08-26	D-8	D	.telemedic/context/RUNBOOK-ERRORI-E-TRAPPOLE.md	registrata	presidiata	scripts/verifica-registro-componenti.sh	registro componenti: annotazione con compatibilità vuota		diventa una regola di prova	Presidiata dal punto preciso in cui il difetto fu trovato: l'accesso a reg_compatibilita["$chiave"] sotto set -u, oggi con il fallback :- esplicito che il commento nello script motiva riga per riga. La regola generale - un'asserzione sul solo codice di uscita non distingue un fallimento corretto da un crash accidentale; per i casi in cui la distinzione conta si asserisce anche sul TESTO del messaggio - e' gia' applicata altrove nel banco (vedi C-2 e i casi «...lo dice nel messaggio» del marcatore TRAD-VERIFICATA) e diventa la regola di prova da seguire per ogni futura prova di mutazione scritta sul codice applicativo.
2026-08-26	D-9	D	.telemedic/context/RUNBOOK-ERRORI-E-TRAPPOLE.md	registrata	non-presidiabile				diventa una regola di prova	Dichiarato esplicitamente nella voce stessa: «Il presidio. Nessuno automatico. E' disciplina di collaudo, e si applica ogni volta che si scrive la prova negativa di un controllo nuovo.» Riguarda quale mutazione un umano o un agente sceglie per collaudare una regola - l'esito del ramo, non la condizione che vi porta - non una proprieta' del codice che uno script possa verificare senza gia' sapere quale sia la mutazione «giusta». Nessuna data fra i cinque traguardi verificati (T-01, T-03, T-04, T-08, T-10) nomina la metodologia di collaudo per mutazione.
2026-08-26	D-10	D	.telemedic/context/RUNBOOK-ERRORI-E-TRAPPOLE.md	registrata	presidiata	scripts/verifica-registro-dei-difetti.sh	registro-difetti: runbook di collaudo con una voce che il registro di collaudo non ha		diventa un controllo di costruzione	Presidiata dal punto preciso in cui il difetto fu trovato in questo stesso controllo: VOCI_CANONICHE non e' piu' un elenco scritto dentro lo script, ma si estrae da RUNBOOK con grep -oE sui titoli, e VOCI_CANONICHE_FILE resta solo per il collaudo, mai come sorgente alternativa in esercizio - se RUNBOOK manca o e' illeggibile, o se l'estrazione trova zero voci, l'uscita e' 2, non un insieme vuoto passato in silenzio. La voce lo dichiara anche per un secondo controllo, scripts/verifica-terminologie.sh, presidiato la' con i casi «terminologie: riconoscitore letto dal file versionato e non dalla riserva» e «terminologie: lista di ammissione assente (nessuna riserva)»: non citati in questa riga perche' la colonna controllo di questo registro porta un solo percorso per riga, ma la stessa classe di difetto e la stessa forma di presidio valgono in entrambi i punti.
2026-08-26	D-11	D	.telemedic/context/RUNBOOK-ERRORI-E-TRAPPOLE.md	registrata	non-presidiabile				resta disciplina umana	Dichiarato nella voce stessa: «Nessuno. Un controllo che verifichi la forma della prima parola sarebbe scrivibile, e non esiste.» Riguarda la forma di una casella della bacheca inter-agenti, che e' un file di contesto interno e non un artefatto che un traguardo datato produca: nessuna delle date verificate (T-01, T-03, T-04, T-08, T-10) ne porta l'oggetto. Un controllo sarebbe scrivibile - la prima parola della casella dello stato appartiene a un vocabolario chiuso - e finche' non esiste la voce resta non presidiata di fatto, non per impossibilita'.
2026-08-26	D-12	D	.telemedic/context/RUNBOOK-ERRORI-E-TRAPPOLE.md	registrata	non-presidiabile				resta disciplina umana	Dichiarato nella voce stessa: «Nessuno automatico. E' disciplina di correzione, e discende da B-1.» Riguarda il modo in cui si censiscono i luoghi di un'affermazione prima di correggerne uno: nessuno script puo' sapere quali luoghi portino la stessa affermazione senza gia' sapere quale sia l'affermazione. Nessuna data fra i cinque traguardi verificati ne porta l'oggetto.
2026-08-26	D-13	D	.telemedic/context/RUNBOOK-ERRORI-E-TRAPPOLE.md	registrata	presidiata	scripts/verifica-collocazione-dei-controlli.sh	collocazione: la corsia dichiarata non esegue lo script | collocazione: il flusso esiste ma non ha il lavoro dichiarato | collocazione: la fascia dichiarata non ha alcun flusso | collocazione: la fascia dichiarata non è quella in cui l'eseguibile vive | collocazione: bloccante ma «da collocare» | collocazione: «da collocare» oltre la data di esigibilità		resta un controllo di costruzione, e cresce con la pipeline	Presidiata dalla regola 5 dello stesso controllo che il difetto ha reso insufficiente. Le prime quattro regole verificavano che una riga fosse ben formata; nessuna verificava che fosse vera, e RD-C1 ha dichiarato per giorni una fascia che non la eseguiva. La regola 5 apre il file di corsia e cerca il comando: uno script dev'essere nominato dal flusso della propria fascia, un «flusso#lavoro» dev'esistere come lavoro in quel flusso, la forma «A + B» esige che la PRIMA meta' stia nella fascia dichiarata, e «da collocare» e' ammesso solo finche' bloccante_dal non e' arrivata - con stato bloccante e' sempre un errore. Sei uscite, sei casi di banco, ciascuno isolato per mutazione dell'esito del ramo secondo D-9: l'impronta SHA-256 dello script e' 8c3c5ace911f2bfc prima e dopo ogni mutazione. La variabile CORSIE punta il controllo su corsie sintetiche sotto scripts/prove/tenute/collocazione/corsie/, cosi' i casi provano il comportamento del controllo e non lo stato delle corsie vere - la cautela di D-10 applicata alle tenute.
